-113,17,75
-109,11,75
-108,10,74
-91,19,77
-90,16,82
-90,18,80
-79,25,89
-71,21,91
-64,26,100
-64,30,102
-60,32,106
-45,25,105
-48,28,104
-31,45,107
-29,43,103
-13,45,111
-9,57,111
7,63,105
20,64,112
25,77,101
35,77,99
50,84,96
58,80,86
67,87,83
77,95,81
85,89,85
94,96,72
104,102,66
112,102,56
114,100,58
127,113,45
132,118,36
147,103,9
169,111,-3
170,100,-10
171,91,-37
177,75,-47
190,64,-62
187,57,-61
188,54,-76
179,57,-75
180,46,-86
183,51,-95
174,34,-98
182,50,-96
177,47,-101
175,57,-97
180,58,-92
182,72,-90
176,80,-94
184,82,-98
188,90,-104
185,89,-103
186,100,-100
184,104,-100
178,114,-102
185,117,-107
187,119,-111
187,121,-117
188,132,-112
181,127,-117
183,145,-119
192,146,-120
181,143,-117
179,137,-129
182,134,-130
189,139,-139
181,143,-143
185,139,-133
182,148,-130
187,151,-131
175,165,-119
165,177,-117
158,188,-112
158,196,-100
164,202,-82
162,202,-68
155,201,-73
164,198,-80
147,211,-91
154,214,-88
149,215,-85
153,223,-83
143,227,-69
145,221,-67
139,243,-69
130,242,-74
136,238,-78
138,236,-84
142,242,-100
140,246,-90
143,253,-93
127,249,-95
115,263,-81
107,261,-95
102,280,-118
103,283,-143
107,285,-161
94,270,-178
99,285,-191
94,278,-176
92,288,-168
95,279,-141
90,282,-134
88,290,-132
82,286,-124
90,292,-126
90,288,-136
97,289,-141
100,270,-150
104,286,-154
120,274,-144
109,273,-151
113,273,-143
110,272,-130
117,275,-131
120,270,-134
120,272,-136
120,268,-140
123,261,-137
120,256,-136
121,263,-133
121,261,-147
132,262,-168
120,260,-184
124,254,-202
124,238,-222
118,230,-236
126,218,-234
120,220,-240
129,221,-237
131,217,-239
137,213,-239
135,205,-235
132,202,-246
139,191,-241
140,192,-236
141,193,-247
130,198,-246
138,196,-240
135,197,-243
137,189,-245
138,180,-258
132,184,-256
133,185,-251
138,184,-256
138,176,-248
131,181,-249
142,178,-256
135,169,-257
134,176,-268
132,174,-266
126,184,-266
120,182,-268
111,193,-275
109,195,-269
106,212,-276
114,216,-262
106,216,-262
103,225,-255
105,217,-259
104,224,-266
104,216,-264
102,222,-264
98,224,-260
101,231,-247
111,229,-243
112,232,-240
119,235,-231
128,228,-224
140,206,-222
148,192,-222
163,167,-205
170,154,-202
187,125,-187
184,118,-192
184,92,-174
194,70,-168
185,61,-155
178,44,-154
184,20,-138
168,2,-134
153,-21,-131
142,-46,-120
125,-67,-113
104,-82,-112
88,-104,-104
59,-111,-111
38,-118,-104
12,-130,-110
-11,-133,-113
-18,-128,-114
-34,-132,-120
-37,-137,-117
-40,-142,-120
-42,-142,-120
-53,-125,-119
-61,-131,-115
-54,-136,-122
-61,-137,-115
-72,-138,-126
-73,-121,-143
-73,-131,-143
-66,-128,-150
-70,-130,-158
-69,-131,-161
-61,-127,-177
-57,-127,-189
-49,-125,-191
-33,-121,-201
-40,-120,-212
-39,-115,-217
-29,-123,-217
-27,-103,-231
-22,-116,-230
-17,-107,-227
-1,-97,-237
-4,-100,-242
-3,-87,-251
5,-85,-253
12,-90,-254
15,-71,-259
14,-72,-266
12,-66,-276
15,-59,-273
19,-53,-271
21,-45,-277
21,-47,-281
14,-56,-280
18,-32,-288
19,-43,-285
11,-49,-289
17,-41,-297
14,-42,-298
2,-36,-302
12,-38,-304
-5,-35,-301
-15,-33,-311
-11,-39,-313
-15,-23,-311
-18,-22,-310
-29,-25,-315
-39,-27,-321
-41,-27,-315
-37,-23,-323
-57,-21,-321
-53,-21,-319
-62,-28,-314
-56,-26,-314
-66,-26,-322
-71,-25,-323
-73,-31,-309
-76,-28,-314
-89,-39,-313
-92,-34,-300
-92,-34,-308
-98,-38,-306
-104,-32,-310
-106,-44,-304
-98,-42,-304
-116,-46,-306
-110,-38,-298
-112,-50,-294
-124,-46,-302
-121,-49,-295
-124,-46,-298
-129,-41,-287
-127,-55,-283
-125,-45,-293
-139,-49,-287
-131,-53,-283
-129,-49,-289
-130,-52,-286
-136,-52,-282
-133,-53,-285
-130,-54,-294
-124,-58,-282
-126,-54,-280
-128,-52,-290
-133,-47,-285
-118,-56,-284
-123,-51,-277
-120,-54,-280
-126,-58,-284
-126,-62,-274
-111,-65,-285
-110,-60,-272
-107,-61,-285
-103,-59,-283
-102,-62,-276
-97,-67,-279
-99,-59,-285
-93,-59,-277
-90,-60,-282
-88,-60,-284
-83,-55,-287
-76,-64,-280
-70,-56,-282
-77,-57,-287
-69,-51,-291
-67,-65,-293
-65,-57,-291
-66,-44,-290
-65,-57,-297
-65,-45,-293
-68,-54,-306
-58,-48,-294
-55,-49,-291
-62,-50,-308
-63,-41,-303
-62,-44,-304
-68,-42,-308
-74,-44,-302
-73,-39,-307
-71,-39,-309
-76,-38,-308
-78,-32,-312
-76,-34,-312
-87,-27,-315
-79,-27,-313
-80,-22,-306
-90,-30,-312
-106,-22,-314
-103,-27,-315
-111,-21,-315
-108,-20,-312
-123,-15,-319
-129,-21,-313
-126,-14,-314
-143,-19,-305
-139,-13,-307
-154,-12,-312
-153,-15,-303
-166,-14,-300
-172,-14,-286
-177,-9,-285
-182,-10,-286
-190,-2,-282
-199,5,-269
-198,-4,-274
-205,-3,-267
-204,-2,-274
-209,5,-263
-214,2,-266
-214,0,-260
-224,6,-260
-218,12,-248
-232,12,-250
-229,23,-249
-225,21,-249
-232,38,-252
-233,33,-249
-233,39,-253
-232,40,-256
-231,41,-257
-227,47,-263
-233,53,-257
-222,68,-268
-229,75,-265
-234,76,-268
-230,76,-262
-221,81,-261
-234,84,-272
-227,81,-257
-233,91,-263
-229,89,-267
-235,95,-263
-234,86,-264
-233,95,-253
-234,106,-260
-228,92,-264
-237,113,-261
-252,106,-258
-243,111,-251
-249,113,-251
-246,118,-248
-243,125,-237
-248,118,-236
-257,115,-229
-262,124,-218
-264,130,-202
-267,121,-191
-271,131,-179
-277,129,-181
-277,133,-169
-272,136,-162
-273,141,-163
-283,127,-153
-282,130,-148
-278,148,-148
-279,131,-149
-266,132,-142
-282,124,-142
-275,133,-141
-277,125,-145
-278,132,-152
-281,123,-155
-279,125,-151
-284,124,-158
-281,131,-163
-286,128,-164
-274,124,-180
-266,122,-176
-276,124,-178
-266,116,-194
-264,108,-194
-269,117,-201
-265,113,-197
-263,115,-209
-257,115,-211
-250,122,-218
-251,123,-233
-242,126,-230
-248,132,-234
-245,137,-241
-240,136,-242
-238,142,-246
-234,142,-246
-237,149,-253
-228,154,-250
-231,143,-247
-231,149,-253
-225,149,-255
-225,147,-251
-226,154,-252
-231,151,-259
-235,143,-251
-235,149,-255
-231,151,-247
-237,153,-243
-237,153,-241
-240,150,-254
-246,146,-236
-235,147,-235
-249,157,-231
-245,149,-239
-250,150,-226
-254,146,-220
-256,148,-222
-258,140,-214
-256,138,-208
-268,144,-204
-257,135,-199
-266,140,-194
-266,140,-188
-261,137,-195
-266,130,-178
-274,134,-182
-276,126,-176
-280,128,-170
-279,135,-165
-270,124,-154
-278,116,-160
-273,119,-153
-276,116,-148
-275,117,-143
-279,111,-145
-285,107,-151
-283,113,-153
-277,103,-131
-286,102,-140
-273,101,-137
-284,98,-140
-279,103,-155
-282,108,-146
-280,102,-156
-280,102,-154
-281,91,-161
-272,98,-162
-278,104,-170
-264,98,-174
-265,101,-179
-266,100,-186
-270,104,-196
-265,119,-215
-263,115,-215
-259,117,-217
-259,117,-215
-249,117,-223
-251,121,-233
-247,125,-237
-247,127,-237
-240,126,-246
-237,131,-251
-239,129,-251
-235,139,-251
-232,132,-258
-228,142,-256
-226,134,-260
-225,131,-261
-225,135,-259
-230,142,-270
-228,140,-268
-234,130,-264
-231,137,-257
-232,128,-260
-233,135,-259
-240,136,-256
-231,131,-257
-243,121,-261
-245,125,-251
-245,115,-257
-242,106,-244
-239,101,-251
-243,97,-243
-239,81,-257
-230,46,-250
-226,24,-250
-224,8,-258
-223,-1,-245
-213,-7,-245
-209,-21,-235
-207,-27,-235
-203,-39,-229
-205,-49,-225
-197,-53,-209
-184,-66,-212
-180,-76,-198
-174,-82,-190
-169,-89,-185
-174,-94,-182
-161,-93,-163
-169,-103,-157
-156,-104,-144
-155,-107,-145
-151,-107,-131
-150,-114,-128
-136,-112,-128
-139,-111,-131
-135,-119,-131
-117,-121,-125
-126,-126,-114
-111,-127,-111
-118,-126,-114
-112,-130,-108
-120,-128,-104
-110,-124,-102
-104,-116,-104
-91,-121,-87
-86,-124,-94
-86,-128,-82
-83,-123,-81
-86,-118,-72
-64,-114,-70
-62,-120,-58
-60,-122,-70
-55,-115,-69
-44,-126,-68
-42,-122,-76
-42,-124,-74
-28,-128,-84
-26,-130,-84
-19,-133,-81
1,-133,-79
-7,-123,-75
1,-121,-73
9,-109,-75
16,-116,-86
23,-119,-83
22,-112,-92
29,-121,-91
24,-104,-88
25,-123,-81
21,-123,-65
24,-120,-58
22,-110,-50
32,-108,-48
15,-111,-47
10,-116,-40
17,-107,-45
21,-107,-47
28,-116,-48
19,-105,-53
18,-116,-58
19,-115,-57
21,-115,-45
17,-103,-37
8,-98,-34
7,-111,-41
1,-109,-43
6,-116,-44
3,-119,-47
8,-114,-42
10,-108,-32
10,-114,-38
24,-108,-34
20,-110,-36
22,-108,-36
26,-108,-32
29,-101,-27
30,-104,-24
30,-98,-22
30,-102,-24
37,-95,-25
36,-98,-20
36,-98,-14
30,-96,-10
28,-92,-6
25,-93,-9
7,-93,3
4,-90,-4
-7,-95,7
-22,-88,8
-30,-86,6
-42,-86,10
-40,-86,6
-45,-89,3
-62,-86,2
-58,-90,4
-72,-92,4
-74,-92,-2
-81,-97,-11
-71,-89,-11
-72,-90,-14
-69,-97,-17
-73,-103,-23
-69,-99,-21
-68,-100,-26
-67,-113,-35
-64,-110,-40
-68,-110,-46
-65,-115,-43
-68,-106,-42
-61,-109,-45
-57,-117,-59
-58,-112,-60
-56,-116,-54
-52,-116,-68
-43,-119,-71
-39,-123,-75
-31,-131,-81
-28,-122,-72
-23,-127,-79
-27,-131,-83
-17,-121,-79
-13,-121,-77
-13,-123,-63
-13,-119,-67
-5,-119,-55
-4,-112,-48
0,-116,-42
-5,-119,-29
-8,-116,-26
0,-110,-24
0,-104,-20
3,-97,-9
-1,-93,9
-5,-97,1
-9,-93,5
-6,-88,14
-12,-84,22
-7,-79,27
-24,-74,30
-15,-69,39
-27,-71,41
-28,-70,42
-27,-59,49
-33,-61,49
-49,-55,55
-40,-48,56
-58,-54,50
-58,-54,52
-69,-65,49
-74,-62,40
-81,-61,41
-94,-64,40
-87,-79,23
-101,-79,11
-96,-86,2
-109,-95,-3
-108,-84,-4
-100,-94,-12
-95,-87,-7
-98,-92,-14
-97,-87,-17
-96,-102,-18
-94,-98,-18
-91,-101,-25
-87,-107,-33
-84,-100,-40
-75,-109,-47
-74,-112,-40
-71,-115,-51
-58,-112,-58
-58,-108,-54
-38,-116,-58
-32,-118,-54
-26,-120,-58
-11,-113,-53
-16,-110,-52
-11,-115,-59
4,-116,-50
-4,-116,-54
2,-116,-48
1,-113,-43
9,-109,-47
11,-105,-39
3,-101,-27
4,-112,-26
12,-100,-24
